Student_Number,Matric_Aggregate_Group,FTENab,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
11920472,1101_1150,T,DEGR,20_21     ,African,F,TSHIVENDA,Student,JOHANNESBURG,Gauteng,1.0
11921727,1051_1100,F,DEGR,22_23     ,Coloured,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
11926427,1301_1400,T,DEGR,26_28     ,African,F,ISINDEBELE,Unemployed,JOHANNESBURG,Gauteng,1.0
11927811,0901_0950,T,DIPL,24_25     ,Indian,M,ENGLISH,Unemployed,UMZINTO,KwaZulu-Natal,1.0
11932524,0901_0950,F,DIPL,26_28     ,African,F,XITSONGA,Unemployed,TEMBA,Midlands,1.0
11936589,1001_1050,T,DEGR,24_25     ,African,F,SETSWANA,Unemployed,KRUGERSDORP,Gauteng,1.0
11940977,1201_1300,F,DEGR,20_21     ,African,F,TSHIVENDA,Unemployed,JOHANNESBURG,Gauteng,1.0
11942109,1101_1150,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Unemployed,PRETORIA,Gauteng,1.0
11942694,1301_1400,T,DEGR,26_28     ,African,F,ISIZULU,Employed,DUNDEE,KwaZulu-Natal,1.0
11942724,1201_1300,T,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,PIETERSBURG,North Eastern,1.0
11944085,0000_0000,T,DIPL,24_25     ,African,F,NORTHERN SOTHO,Employed,RANDBURG,Gauteng,1.0
11946665,1201_1300,T,DEGR,26_28     ,African,F,ENGLISH,Employed,RITAVI,North Eastern,1.0
11950452,1001_1050,F,DIPL,29_34     ,African,F,ISIZULU,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,1.0
11950622,1201_1300,F,DEGR,20_21     ,White,M,ENGLISH,Unemployed,PRETORIA,Gauteng,1.0
11951278,0000_0000,T,DEGR,29_34     ,White,M,ENGLISH,Employed,JOHANNESBURG,Gauteng,1.0
11954048,1101_1150,F,DEGR,20_21     ,White,F,ENGLISH,Unemployed,PRETORIA,Gauteng,1.0
11954188,1151_1200,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Employed,JOHANNESBURG,Gauteng,1.0
11954838,0000_0000,T,DIPL,26_28     ,African,F,SETSWANA,Unemployed,VANDERBIJLPARK,Gauteng,1.0
11955974,1201_1300,T,DEGR,24_25     ,African,M,SESOTHO,Employed,SASOLBURG,Gauteng,1.0
11956582,1001_1050,F,DIPL,26_28     ,African,F,NORTHERN SOTHO,Employed,GROBLERSDAL,North Eastern,1.0
11957594,0601_0800,T,MATR,35_40     ,Indian,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
11958345,1151_1200,T,DEGR,22_23     ,White,M,AFRIKAANS,Employed,SWELLENDAM,Western Cape,1.0
11960633,1401_3000,T,DEGR,24_25     ,White,M,ENGLISH,Employed,GOODWOOD,Western Cape,1.0
11960970,1201_1300,F,DEGR,20_21     ,White,M,ENGLISH,Employed,GERMISTON,Gauteng,1.0
11965980,1201_1300,T,MATR,35_40     ,African,M,SETSWANA,Employed,MANKWE,Midlands,1.0
11967786,0951_1000,T,DIPL,26_28     ,African,F,SISWATI,Employed,WITRIVIER,North Eastern,1.0
11969177,1401_3000,F,DEGR,20_21     ,White,F,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
11970690,1201_1300,T,DEGR,26_28     ,Coloured,M,AFRIKAANS,Employed,TULBAGH,Western Cape,1.0
11973541,0951_1000,F,DIPL,24_25     ,African,F,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,1.0
11974545,1001_1050,F,DEGR,26_28     ,African,F,SETSWANA,Employed,VRYBURG,Midlands,1.0
11979110,0000_0000,F,DEGR,18_19     ,African,M,SESOTHO,Unemployed,NEBO,North Eastern,1.0
11979946,1201_1300,T,DEGR,24_25     ,Coloured,M,ENGLISH,Employed,WYNBERG,Western Cape,1.0
11981223,1201_1300,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,THABAMOOPO,North Eastern,1.0
11981339,1201_1300,T,DEGR,26_28     ,African,M,XITSONGA,Employed,JOHANNESBURG,Gauteng,1.0
11982769,0000_0000,F,DEGR,18_19     ,White,M,ENGLISH,Unemployed,PRETORIA,Gauteng,1.0
11982998,1301_1400,T,KWAL,22_23     ,African,M,SETSWANA,Employed,GARANKUWA,Midlands,1.0
11985555,1301_1400,T,MATR,29_34     ,African,F,SESOTHO,Employed,BENONI,Gauteng,1.0
11988670,0001_0600,T,DIPL,26_28     ,Coloured,F,AFRIKAANS,Employed,GOODWOOD,Western Cape,1.0
11990397,1051_1100,F,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,WESTONARIA,Gauteng,1.0
11992624,0000_0000,T,DEGR,22_23     ,Coloured,F,ENGLISH,Employed,MITCHELLS PLAIN,Western Cape,1.0
11994670,1001_1050,T,DEGR,20_21     ,African,M,OTHER AFRICAN LANGUAGES,Unemployed,MDUTJANA,North Eastern,1.0
12000188,1151_1200,F,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,SESHEGO,North Eastern,1.0
12001300,0000_0000,T,DEGR,26_28     ,African,F,SESOTHO,Unemployed,RANDFONTEIN,Gauteng,1.0
12014839,0000_0000,T,DIPL,22_23     ,African,M,ISINDEBELE,Unemployed,SOSHANGUWE,Gauteng,1.0
12016319,0001_0600,F,MATR,18_19     ,African,M,ENGLISH,Employed,Unknown,Unknown,1.0
12029216,1401_3000,T,DEGR,26_28     ,African,F,ISIZULU,Employed,VANDERBIJLPARK,Gauteng,1.0
12029224,0801_0850,T,MATR,41_50     ,Coloured,M,AFRIKAANS,Employed,KUILS RIVER,Western Cape,1.0
12030915,0951_1000,T,DIPL,26_28     ,African,F,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,1.0
12035763,0951_1000,F,MATR,22_23     ,African,M,ENGLISH,Unemployed,RANDBURG,Gauteng,1.0
12035828,1201_1300,T,DEGR,26_28     ,White,M,ENGLISH,Employed,NELSPRUIT,North Eastern,1.0
12036328,0000_0000,T,DEGR,26_28     ,Coloured,M,ENGLISH,Employed,CAPE TOWN,Western Cape,1.0
12036630,0851_0900,F,HCER,26_28     ,African,F,NORTHERN SOTHO,Unemployed,GERMISTON,Gauteng,1.0
12038126,0951_1000,F,DIPL,29_34     ,African,M,NORTHERN SOTHO,Unemployed,WITBANK,North Eastern,1.0
12043831,0901_0950,F,DIPL,29_34     ,African,F,XITSONGA,Unemployed,MALAMULELE,North Eastern,1.0
12046172,0951_1000,F,SENR,29_34     ,African,F,TSHIVENDA,Unemployed,SPRINGS,Gauteng,1.0
12048606,0951_1000,F,DIPL,20_21     ,African,F,NORTHERN SOTHO,Unemployed,JOHANNESBURG,Gauteng,1.0
12060703,1151_1200,F,DEGR,20_21     ,African,F,SETSWANA,Unemployed,KRUGERSDORP,Gauteng,1.0
12061408,1151_1200,T,DEGR,20_21     ,White,M,ENGLISH,Employed,SOMERSET WEST,Western Cape,1.0
12063953,1201_1300,T,DEGR,24_25     ,Indian,M,ENGLISH,Unemployed,INANDA,KwaZulu-Natal,1.0
12065034,0000_0000,T,DEGR,26_28     ,African,M,ISIZULU,Employed,NEWCASTLE,KwaZulu-Natal,1.0
12069905,0951_1000,F,MATR,26_28     ,African,M,SHONA,Employed,STRAND,Western Cape,1.0
12070612,1151_1200,F,DEGR,26_28     ,African,M,SESOTHO,Employed,VREDE,Midlands,1.0
12074149,0901_0950,F,DIPL,20_21     ,African,F,ISIZULU,Unemployed,ALBERTON,Gauteng,1.0
12075350,1401_3000,T,DEGR,24_25     ,African,F,TSHIVENDA,Employed,KEMPTON PARK,Gauteng,1.0
12075447,0951_1000,F,HCER,26_28     ,African,F,ISIZULU,Unemployed,WITBANK,North Eastern,1.0
12076950,1001_1050,T,DEGR,24_25     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
12077636,0000_0000,F,DEGR,20_21     ,African,M,ISIZULU,Unemployed,PORT SHEPSTONE,KwaZulu-Natal,1.0
12077687,1151_1200,T,DEGR,24_25     ,African,F,ISIZULU,Employed,DURBAN,KwaZulu-Natal,1.0
12078497,1201_1300,F,DEGR,20_21     ,White,M,ENGLISH,Employed,PORT ELIZABETH,Eastern Cape,1.0
12079876,0000_0000,F,DEGR,20_21     ,White,F,ENGLISH,Unemployed,JOHANNESBURG,Gauteng,1.0
12084233,0000_0000,F,DEGR,18_19     ,White,F,ENGLISH,Employed,PINETOWN,KwaZulu-Natal,1.0
12084977,0851_0900,T,DIPL,22_23     ,African,F,NORTHERN SOTHO,Employed,THABAMOOPO,North Eastern,1.0
12085477,0000_0000,T,DEGR,22_23     ,African,M,ISIXHOSA,Student,ZWELITSHA,Eastern Cape,1.0
12087790,0951_1000,F,DEGR,20_21     ,African,F,SESOTHO,Employed,JOHANNESBURG,Gauteng,1.0
12088859,0801_0850,F,HCER,24_25     ,African,F,NORTHERN SOTHO,Employed,NEBO,North Eastern,1.0
12091655,0000_0000,T,DEGR,29_34     ,White,M,ENGLISH,Employed,PRETORIA,Gauteng,1.0
12092597,0901_0950,T,HCER,26_28     ,African,M,ISIZULU,Employed,MTUNZINI,KwaZulu-Natal,1.0
12094511,1201_1300,T,DEGR,26_28     ,Coloured,F,ENGLISH,Employed,KUILS RIVER,Western Cape,1.0
12094940,0000_0000,F,DEGR,18_19     ,White,F,ENGLISH,Unemployed,ALBERTON,Gauteng,1.0
12096398,0000_0000,T,DEGR,18_19     ,White,M,AFRIKAANS,Unemployed,MALMESBURY,Western Cape,1.0
12100306,1301_1400,T,DEGR,24_25     ,African,M,OTHER AFRICAN LANGUAGES,Employed,GOODWOOD,Western Cape,1.0
12104218,1051_1100,T,DEGR,24_25     ,African,M,TSHIVENDA,Employed,JOHANNESBURG,Gauteng,1.0
12104277,0000_0000,T,KWAL,26_28     ,African,M,ENGLISH,Employed,GOODWOOD,Western Cape,1.0
12110269,0001_0600,T,KWAL,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1.0
12118235,0000_0000,F,DIPL,26_28     ,African,F,XITSONGA,Unemployed,MALAMULELE,North Eastern,1.0
12118936,1201_1300,T,DEGR,26_28     ,African,F,ISIZULU,Unemployed,KWAMHLANGA,North Eastern,1.0
12120418,1201_1300,T,MATR,35_40     ,Indian,M,ENGLISH,Employed,MOSSELBAY,Western Cape,1.0
12123298,0000_0000,T,DEGR,26_28     ,African,F,TSHIVENDA,Employed,KEMPTON PARK,Gauteng,1.0
12126319,1051_1100,T,DEGR,26_28     ,African,M,TSHIVENDA,Employed,WESTONARIA,Gauteng,1.0
12128214,0601_0800,F,DIPL,24_25     ,African,M,SISWATI,Employed,EERSTEHOEK,North Eastern,1.0
12131398,0000_0000,T,DEGR,29_34     ,African,M,TSHIVENDA,Unemployed,JOHANNESBURG,Gauteng,1.0
12132459,1051_1100,T,DIPL,29_34     ,African,M,SETSWANA,Employed,KURUMAN,Midlands,1.0
69959565,0001_0600,T,SENR,29_34     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,1.0
10620987,0000_0000,F,DIPL,18_19     ,African,M,XITSONGA,Unemployed,PIETERSBURG,North Eastern,0.0
10622459,0801_0850,T,MATR,35_40     ,African,M,ISIZULU,Employed,UITENHAGE,Eastern Cape,0.0
10001977,1151_1200,T,DEGR,26_28     ,African,M,XITSONGA,Employed,RUSTENBURG,Midlands,0.0
10625760,0000_0000,T,DEGR,20_21     ,African,M,SETSWANA,Unemployed,GARANKUWA,Midlands,0.0
10627493,1001_1050,T,DIPL,20_21     ,Coloured,M,ENGLISH,Employed,GOODWOOD,Western Cape,0.0
10311275,0000_0000,T,DIPL,29_34     ,African,M,NORTHERN SOTHO,Unemployed,LYDENBURG,North Eastern,0.0
10011344,1301_1400,T,DEGR,24_25     ,African,M,OTHER AFRICAN LANGUAGES,Employed,PRETORIA,Gauteng,0.0
10630610,0001_0600,T,KWAL,26_28     ,African,F,ENGLISH,Employed,BOKSBURG,Gauteng,0.0
10631539,0000_0000,T,DIPL,26_28     ,African,F,ISIZULU,Unemployed,PORT SHEPSTONE,KwaZulu-Natal,0.0
10314331,1201_1300,T,DEGR,22_23     ,African,M,NORTHERN SOTHO,Unemployed,PIETERSBURG,North Eastern,0.0
10018993,1151_1200,T,DEGR,24_25     ,African,M,SETSWANA,Employed,RUSTENBURG,Midlands,0.0
10631922,1001_1050,T,DEGR,26_28     ,African,M,XITSONGA,Employed,HIGHVELD RIDGE,North Eastern,0.0
10026182,1401_3000,F,MATR,35_40     ,African,F,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,0.0
10028158,1301_1400,T,DEGR,26_28     ,African,F,TSHIVENDA,Unemployed,MUTALE,North Eastern,0.0
11210014,0601_0800,T,DIPL,29_34     ,African,M,SESOTHO,Unemployed,WELKOM,Midlands,0.0
10320037,1201_1300,T,DEGR,26_28     ,African,F,NORTHERN SOTHO,Employed,PIETERSBURG,North Eastern,0.0
11215221,0000_0000,T,DIPL,26_28     ,African,F,ISIZULU,Employed,INANDA,KwaZulu-Natal,0.0
11217012,0601_0800,T,DEGR,29_34     ,African,M,SETSWANA,Employed,ALBERTON,Gauteng,0.0
10912015,0901_0950,T,DIPL,22_23     ,African,M,TSHIVENDA,Unemployed,MALAMULELE,North Eastern,0.0
12138244,1301_1400,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,NAMAKGALE,North Eastern,0.0
12139871,1201_1300,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,WEENEN,KwaZulu-Natal,0.0
10920034,0000_0000,T,DEGR,29_34     ,African,F,ISIZULU,Employed,BABANANGO,KwaZulu-Natal,0.0
10050668,1101_1150,T,MATR,41_50     ,African,M,NORTHERN SOTHO,Employed,BELA-BELA,North Eastern,0.0
10923704,0000_0000,T,DIPL,24_25     ,African,M,SESOTHO,Employed,SESHEGO,North Eastern,0.0
12146077,0601_0800,F,DIPL,29_34     ,African,M,ISIZULU,Employed,KEMPTON PARK,Gauteng,0.0
10329115,1401_3000,T,MATR,29_34     ,White,F,ENGLISH,Employed,JOHANNESBURG,Gauteng,0.0
11225105,1401_3000,T,MATR,35_40     ,White,F,AFRIKAANS,Employed,MOSSELBAY,Western Cape,0.0
11229076,0001_0600,F,KWAL,29_34     ,African,M,ENGLISH,Employed,VANDERBIJLPARK,Gauteng,0.0
12147413,0901_0950,T,SENR,35_40     ,African,M,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
11236180,0000_0000,T,DEGR,29_34     ,Coloured,M,ENGLISH,Employed,MITCHELLS PLAIN,Western Cape,0.0
12148436,0851_0900,F,HCER,29_34     ,African,M,ISINDEBELE,Employed,MDUTJANA,North Eastern,0.0
12149370,1001_1050,F,DEGR,20_21     ,African,M,SETSWANA,Unemployed,TEMBA,Midlands,0.0
10062022,1201_1300,F,DEGR,24_25     ,African,M,XITSONGA,Unemployed,JOHANNESBURG,Gauteng,0.0
12151844,0601_0800,F,DIPL,20_21     ,African,M,TSHIVENDA,Unemployed,VUWANI,North Eastern,0.0
10339342,1201_1300,T,DEGR,24_25     ,African,F,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
11251408,0001_0600,F,MATR,22_23     ,African,M,ENGLISH,Student,ROODEPOORT,Gauteng,0.0
10069725,1001_1050,F,DIPL,20_21     ,African,F,NORTHERN SOTHO,Unemployed,STERKSPRUIT,Eastern Cape,0.0
10072335,1301_1400,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,MOKERONG,North Eastern,0.0
10649616,0000_0000,T,DEGR,29_34     ,African,F,NORTHERN SOTHO,Employed,PRETORIA,Gauteng,0.0
11252744,0801_0850,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,SOSHANGUWE,Gauteng,0.0
11258343,0851_0900,F,DIPL,20_21     ,African,F,ISIZULU,Unemployed,IXOPO,KwaZulu-Natal,0.0
10955304,1101_1150,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,GERMISTON,Gauteng,0.0
10650185,1201_1300,T,DEGR,24_25     ,African,M,ISIZULU,Unemployed,PIETERMARITZBURG,KwaZulu-Natal,0.0
10651165,0951_1000,T,DIPL,26_28     ,African,M,ISIZULU,Employed,BALFOUR,North Eastern,0.0
10654272,1101_1150,T,DEGR,26_28     ,African,F,ISIZULU,Employed,RANDBURG,Gauteng,0.0
10654865,0000_0000,T,KWAL,29_34     ,Coloured,F,FRENCH,Employed,Unknown,Unknown,0.0
11548810,1201_1300,T,DEGR,26_28     ,African,M,ISIZULU,Employed,ERMELO,North Eastern,0.0
10077012,0000_0000,T,DIPL,29_34     ,African,M,XITSONGA,Employed,KEMPTON PARK,Gauteng,0.0
10345490,0001_0600,T,KWAL,26_28     ,African,M,FRENCH,Employed,BELLVILLE,Western Cape,0.0
10353644,0000_0000,T,DEGR,29_34     ,African,M,ISIXHOSA,Employed,WITBANK,North Eastern,0.0
10967448,0000_0000,F,DIPL,24_25     ,African,M,NORTHERN SOTHO,Unemployed,GIYANI,North Eastern,0.0
11555162,0851_0900,F,DIPL,26_28     ,African,M,SISWATI,Unemployed,BARBERTON,North Eastern,0.0
11556608,1201_1300,T,DEGR,29_34     ,African,M,ISIXHOSA,Employed,UMTATA,Eastern Cape,0.0
12161621,0901_0950,F,DIPL,22_23     ,African,F,SETSWANA,Unemployed,SASOLBURG,Gauteng,0.0
10969963,0901_0950,T,DIPL,24_25     ,African,F,TSHIVENDA,Employed,PRETORIA,Gauteng,0.0
10973507,1201_1300,T,DEGR,22_23     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,0.0
10656418,1201_1300,F,DEGR,26_28     ,African,M,SETSWANA,Unemployed,RUSTENBURG,Midlands,0.0
11264637,1151_1200,F,DEGR,26_28     ,African,M,SESOTHO,Employed,VEREENIGING,Gauteng,0.0
11271129,1201_1300,T,DEGR,24_25     ,Coloured,M,ENGLISH,Employed,KUILS RIVER,Western Cape,0.0
10364433,0000_0000,T,KWAL,29_34     ,African,F,XITSONGA,Employed,RANDBURG,Gauteng,0.0
10975842,1301_1400,F,DEGR,24_25     ,African,M,ISIZULU,Employed,JOHANNESBURG,Gauteng,0.0
10975866,1201_1300,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,BELLVILLE,Western Cape,0.0
10977257,0000_0000,T,DEGR,26_28     ,African,M,ISIZULU,Employed,SOSHANGUWE,Gauteng,0.0
11562816,1201_1300,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,KEMPTON PARK,Gauteng,0.0
10980242,0001_0600,T,SENR,35_40     ,African,M,SETSWANA,Employed,KIMBERLEY,Midlands,0.0
10658480,0000_0000,F,DEGR,24_25     ,African,M,ENGLISH,Unemployed,KLERKSDORP,Midlands,0.0
10661195,1001_1050,T,DIPL,24_25     ,African,M,ISIZULU,Employed,VEREENIGING,Gauteng,0.0
10371580,1401_3000,T,DEGR,24_25     ,African,M,XITSONGA,Unemployed,BOKSBURG,Gauteng,0.0
12169239,0951_1000,F,DIPL,26_28     ,African,F,ENGLISH,Unemployed,MTONJANENI,KwaZulu-Natal,0.0
10376361,1051_1100,F,DEGR,20_21     ,African,M,ISIZULU,Unemployed,KWAMHLANGA,North Eastern,0.0
10665298,0901_0950,T,DIPL,26_28     ,African,M,NORTHERN SOTHO,Unemployed,SESHEGO,North Eastern,0.0
10665417,1401_3000,T,DEGR,26_28     ,African,M,TSHIVENDA,Unemployed,RANDBURG,Gauteng,0.0
10670046,1151_1200,T,DEGR,22_23     ,Coloured,F,AFR/ENG,Unemployed,BREDASDORP,Western Cape,0.0
10992469,1001_1050,T,DIPL,22_23     ,African,F,ISIZULU,Unemployed,DURBAN,KwaZulu-Natal,0.0
10672572,1151_1200,T,DEGR,22_23     ,Coloured,M,ENGLISH,Unemployed,GEORGE,Western Cape,0.0
10384477,0000_0000,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,PIETERSBURG,North Eastern,0.0
12174925,0000_0000,T,DEGR,18_19     ,White,M,AFRIKAANS,Student,SPRINGS,Gauteng,0.0
11578701,0000_0000,T,DEGR,24_25     ,White,M,ENGLISH,Unemployed,STUTTERHEIM,Eastern Cape,0.0
10676869,0000_0000,T,HCER,26_28     ,African,F,ISINDEBELE,Unemployed,PRETORIA,Gauteng,0.0
10386472,1301_1400,T,DEGR,22_23     ,African,M,SESOTHO,Employed,MANKWE,Midlands,0.0
11308138,0901_0950,F,DEGR,18_19     ,African,M,ISIZULU,Employed,ALBERTON,Gauteng,0.0
10683908,1001_1050,T,DIPL,26_28     ,African,F,NORTHERN SOTHO,Employed,WONDERBOOM,Gauteng,0.0
10686473,1151_1200,T,MATR,35_40     ,African,M,NORTHERN SOTHO,Employed,RANDBURG,Gauteng,0.0
10686492,1101_1150,T,DEGR,26_28     ,African,F,SESOTHO,Employed,WELKOM,Midlands,0.0
10686802,1051_1100,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Employed,SENWABARWANA,North Eastern,0.0
10687828,0000_0000,T,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,JOHANNESBURG,Gauteng,0.0
11585600,1051_1100,T,DIPL,26_28     ,African,F,NORTHERN SOTHO,Unemployed,GROBLERSDAL,North Eastern,0.0
11593487,1301_1400,T,DEGR,24_25     ,African,F,SETSWANA,Unemployed,TEMBA,Midlands,0.0
10690408,0000_0000,F,KWAL,29_34     ,Coloured,M,AFRIKAANS,Employed,BELLVILLE,Western Cape,0.0
12183274,1151_1200,T,DEGR,29_34     ,African,M,TSHIVENDA,Employed,JOHANNESBURG,Gauteng,0.0
12183517,0000_0000,T,KWAL,35_40     ,African,M,FRENCH,Employed,BELLVILLE,Western Cape,0.0
12184556,1301_1400,T,DEGR,29_34     ,African,M,NORTHERN SOTHO,Employed,LYDENBURG,North Eastern,0.0
12184931,1201_1300,T,DEGR,24_25     ,African,F,TSHIVENDA,Employed,RANDBURG,Gauteng,0.0
11597102,1151_1200,T,DEGR,24_25     ,African,F,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
11004244,1051_1100,T,DEGR,26_28     ,African,M,XITSONGA,Unemployed,GIYANI,North Eastern,0.0
11007049,1101_1150,F,DEGR,20_21     ,African,M,OTHER AFRICAN LANGUAGES,Unemployed,PRETORIA,Gauteng,0.0
11010759,1151_1200,T,DEGR,29_34     ,African,M,ISIZULU,Employed,STANDERTON,North Eastern,0.0
11335820,0951_1000,T,DIPL,26_28     ,African,F,ISINDEBELE,Unemployed,MDUTJANA,North Eastern,0.0
12191234,0000_0000,F,HCER,29_34     ,African,M,XITSONGA,Employed,NELSPRUIT,North Eastern,0.0
10395072,1001_1050,F,DEGR,24_25     ,African,M,NORTHERN SOTHO,Unemployed,TEMBA,Midlands,0.0
12193841,1101_1150,T,DEGR,22_23     ,African,M,SISWATI,Unemployed,NSIKAZI,North Eastern,0.0
10705133,0901_0950,T,DIPL,22_23     ,African,M,NORTHERN SOTHO,Unemployed,SPRINGS,Gauteng,0.0
10715686,1001_1050,T,DEGR,26_28     ,African,F,ENGLISH,Employed,BOKSBURG,Gauteng,0.0
11355651,0000_0000,T,KWAL,29_34     ,Coloured,M,AFR/ENG,Employed,VANRHYNSDORP,Western Cape,0.0
11608948,1201_1300,T,DEGR,24_25     ,African,F,ISIZULU,Unemployed,NEW HANOVER,KwaZulu-Natal,0.0
10408411,1201_1300,T,DEGR,24_25     ,African,M,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,0.0
12202411,1301_1400,T,DEGR,20_21     ,African,M,XITSONGA,Unemployed,RITAVI,North Eastern,0.0
11033182,1301_1400,T,DEGR,24_25     ,White,M,AFRIKAANS,Unemployed,BELLVILLE,Western Cape,0.0
11037479,1301_1400,T,DEGR,24_25     ,White,M,AFRIKAANS,Unemployed,BELLVILLE,Western Cape,0.0
11618188,0000_0000,F,DEGR,20_21     ,White,M,AFRIKAANS,Employed,GORDONIA,Midlands,0.0
11618935,0601_0800,T,DEGR,29_34     ,African,M,ENGLISH,Employed,PRETORIA,Gauteng,0.0
12207483,0000_0000,F,DEGR,24_25     ,African,F,ISIZULU,Unemployed,WITRIVIER,North Eastern,0.0
10732556,0001_0600,T,KWAL,29_34     ,African,M,FRENCH,Employed,ROODEPOORT,Gauteng,0.0
10732653,1051_1100,T,DEGR,24_25     ,African,M,ISIZULU,Employed,DURBAN,KwaZulu-Natal,0.0
11372936,1001_1050,T,DEGR,29_34     ,Indian,M,ENGLISH,Employed,RANDBURG,Gauteng,0.0
11377733,1001_1050,F,DIPL,20_21     ,White,M,AFRIKAANS,Employed,RUSTENBURG,Midlands,0.0
11046780,1201_1300,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Employed,RANDBURG,Gauteng,0.0
11050033,0951_1000,T,DIPL,22_23     ,African,M,XITSONGA,Unemployed,MHALA,North Eastern,0.0
12212967,0001_0600,T,SENR,35_40     ,African,M,SESOTHO,Employed,ALBERTON,Gauteng,0.0
10423491,1151_1200,F,DEGR,29_34     ,African,M,ISIZULU,Employed,MOOIRIVER,KwaZulu-Natal,0.0
12217039,1401_3000,T,DEGR,22_23     ,White,M,ENGLISH,Unemployed,MIDDELBURG (Mphumalanga),North Eastern,0.0
11639003,1001_1050,T,SENR,35_40     ,African,F,ISIXHOSA,Employed,PAARL,Western Cape,0.0
11642364,1301_1400,T,DEGR,24_25     ,Indian,M,ENGLISH,Employed,CHATSWORTH,KwaZulu-Natal,0.0
11642534,1101_1150,F,MATR,29_34     ,African,M,SESOTHO,Employed,PARYS,Gauteng,0.0
11407217,1101_1150,T,DEGR,26_28     ,African,M,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,0.0
12220455,0851_0900,F,HCER,26_28     ,African,M,ISINDEBELE,Unemployed,MDUTJANA,North Eastern,0.0
12222531,1001_1050,T,DIPL,26_28     ,African,F,ISIZULU,Employed,PIETERMARITZBURG,KwaZulu-Natal,0.0
10751709,0001_0600,T,DEGR,20_21     ,African,F,SETSWANA,Unemployed,GARANKUWA,Midlands,0.0
11645665,1001_1050,T,DEGR,35_40     ,African,M,ISIZULU,Employed,LOWER UMFOLOZI,KwaZulu-Natal,0.0
10085585,1051_1100,F,DEGR,24_25     ,African,M,ISIZULU,Unemployed,NEWCASTLE,KwaZulu-Natal,0.0
10431076,1201_1300,T,DEGR,24_25     ,African,M,TSHIVENDA,Employed,AMERSFOORT,North Eastern,0.0
10092069,1051_1100,T,KWAL,24_25     ,African,F,XITSONGA,Unemployed,VUWANI,North Eastern,0.0
11062109,1001_1050,F,DEGR,24_25     ,African,M,ISIXHOSA,Employed,MITCHELLS PLAIN,Western Cape,0.0
10438755,0851_0900,F,DIPL,29_34     ,African,M,SESOTHO,Employed,KEMPTON PARK,Gauteng,0.0
10099171,0851_0900,T,DEGR,29_34     ,African,M,ISINDEBELE,Employed,NIGEL,Gauteng,0.0
10100444,0000_0000,F,DIPL,20_21     ,African,M,NORTHERN SOTHO,Unemployed,SEKHUKHUNELAND,North Eastern,0.0
11656438,0000_0000,F,HCER,24_25     ,African,M,ISIZULU,Unemployed,UBOMBO,KwaZulu-Natal,0.0
11420264,1201_1300,T,DEGR,26_28     ,Indian,M,ENGLISH,Employed,INANDA,KwaZulu-Natal,0.0
11657515,1001_1050,T,DEGR,18_19     ,African,F,SESOTHO,Employed,GROBLERSDAL,North Eastern,0.0
11658465,1401_3000,T,DEGR,24_25     ,White,F,AFR/ENG,Student,PAARL,Western Cape,0.0
12227592,0000_0000,T,DEGR,26_28     ,African,F,TSHIVENDA,Unemployed,THOHOYANDOU,North Eastern,0.0
