Student_Number;FTEN;Matric_Status_Code;Age_Group;Race;Gender;Home_Language;Employment;Magisterial_District;Region;Class
12132459;T;DIPL;29_34     ;African;M;SETSWANA;Employed;KURUMAN;Midlands;1
69959565;T;SENR;29_34     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
10620987;F;DIPL;18_19     ;African;M;XITSONGA;Unemployed;PIETERSBURG;North Eastern;0
10622459;T;MATR;35_40     ;African;M;ISIZULU;Employed;UITENHAGE;Eastern Cape;0
10001977;T;DEGR;26_28     ;African;M;XITSONGA;Employed;RUSTENBURG;Midlands;0
10625760;T;DEGR;20_21     ;African;M;SETSWANA;Unemployed;GARANKUWA;Midlands;0
10627493;T;DIPL;20_21     ;Coloured;M;ENGLISH;Employed;GOODWOOD;Western Cape;0
10311275;T;DIPL;29_34     ;African;M;NORTHERN SOTHO;Unemployed;LYDENBURG;North Eastern;0
10011344;T;DEGR;24_25     ;African;M;OTHER AFRICAN LANGUAGES;Employed;PRETORIA;Gauteng;0
10630610;T;KWAL;26_28     ;African;F;ENGLISH;Employed;BOKSBURG;Gauteng;0
10631539;T;DIPL;26_28     ;African;F;ISIZULU;Unemployed;PORT SHEPSTONE;KwaZulu-Natal;0
10314331;T;DEGR;22_23     ;African;M;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;0
10018993;T;DEGR;24_25     ;African;M;SETSWANA;Employed;RUSTENBURG;Midlands;0
10631922;T;DEGR;26_28     ;African;M;XITSONGA;Employed;HIGHVELD RIDGE;North Eastern;0
10026182;F;MATR;35_40     ;African;F;ISIZULU;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
10028158;T;DEGR;26_28     ;African;F;TSHIVENDA;Unemployed;MUTALE;North Eastern;0
11210014;T;DIPL;29_34     ;African;M;SESOTHO;Unemployed;WELKOM;Midlands;0
10320037;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;PIETERSBURG;North Eastern;0
11215221;T;DIPL;26_28     ;African;F;ISIZULU;Employed;INANDA;KwaZulu-Natal;0
11217012;T;DEGR;29_34     ;African;M;SETSWANA;Employed;ALBERTON;Gauteng;0
10912015;T;DIPL;22_23     ;African;M;TSHIVENDA;Unemployed;MALAMULELE;North Eastern;0
12138244;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;NAMAKGALE;North Eastern;0
12139871;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;WEENEN;KwaZulu-Natal;0
10920034;T;DEGR;29_34     ;African;F;ISIZULU;Employed;BABANANGO;KwaZulu-Natal;0
10050668;T;MATR;41_50     ;African;M;NORTHERN SOTHO;Employed;BELA-BELA;North Eastern;0
10923704;T;DIPL;24_25     ;African;M;SESOTHO;Employed;SESHEGO;North Eastern;0
12146077;F;DIPL;29_34     ;African;M;ISIZULU;Employed;KEMPTON PARK;Gauteng;0
10329115;T;MATR;29_34     ;White;F;ENGLISH;Employed;JOHANNESBURG;Gauteng;0
11225105;T;MATR;35_40     ;White;F;AFRIKAANS;Employed;MOSSELBAY;Western Cape;0
11229076;F;KWAL;29_34     ;African;M;ENGLISH;Employed;VANDERBIJLPARK;Gauteng;0
12147413;T;SENR;35_40     ;African;M;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;0
11236180;T;DEGR;29_34     ;Coloured;M;ENGLISH;Employed;MITCHELLS PLAIN;Western Cape;0
12148436;F;HCER;29_34     ;African;M;ISINDEBELE;Employed;MDUTJANA;North Eastern;0
12149370;F;DEGR;20_21     ;African;M;SETSWANA;Unemployed;TEMBA;Midlands;0
10062022;F;DEGR;24_25     ;African;M;XITSONGA;Unemployed;JOHANNESBURG;Gauteng;0
12151844;F;DIPL;20_21     ;African;M;TSHIVENDA;Unemployed;VUWANI;North Eastern;0
10339342;T;DEGR;24_25     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;0
11251408;F;MATR;22_23     ;African;M;ENGLISH;Student;ROODEPOORT;Gauteng;0
10069725;F;DIPL;20_21     ;African;F;NORTHERN SOTHO;Unemployed;STERKSPRUIT;Eastern Cape;0
10072335;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;MOKERONG;North Eastern;0
10649616;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;0
11252744;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;SOSHANGUWE;Gauteng;0
11258343;F;DIPL;20_21     ;African;F;ISIZULU;Unemployed;IXOPO;KwaZulu-Natal;0
10955304;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;GERMISTON;Gauteng;0
10650185;T;DEGR;24_25     ;African;M;ISIZULU;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;0
10651165;T;DIPL;26_28     ;African;M;ISIZULU;Employed;BALFOUR;North Eastern;0
10654272;T;DEGR;26_28     ;African;F;ISIZULU;Employed;RANDBURG;Gauteng;0
10654865;T;KWAL;29_34     ;Coloured;F;FRENCH;Employed;Unknown;Unknown;0
11548810;T;DEGR;26_28     ;African;M;ISIZULU;Employed;ERMELO;North Eastern;0
10077012;T;DIPL;29_34     ;African;M;XITSONGA;Employed;KEMPTON PARK;Gauteng;0
10345490;T;KWAL;26_28     ;African;M;FRENCH;Employed;BELLVILLE;Western Cape;0
10353644;T;DEGR;29_34     ;African;M;ISIXHOSA;Employed;WITBANK;North Eastern;0
10967448;F;DIPL;24_25     ;African;M;NORTHERN SOTHO;Unemployed;GIYANI;North Eastern;0
11555162;F;DIPL;26_28     ;African;M;SISWATI;Unemployed;BARBERTON;North Eastern;0
11556608;T;DEGR;29_34     ;African;M;ISIXHOSA;Employed;UMTATA;Eastern Cape;0
12161621;F;DIPL;22_23     ;African;F;SETSWANA;Unemployed;SASOLBURG;Gauteng;0
10969963;T;DIPL;24_25     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;0
10973507;T;DEGR;22_23     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;0
10656418;F;DEGR;26_28     ;African;M;SETSWANA;Unemployed;RUSTENBURG;Midlands;0
11264637;F;DEGR;26_28     ;African;M;SESOTHO;Employed;VEREENIGING;Gauteng;0
11271129;T;DEGR;24_25     ;Coloured;M;ENGLISH;Employed;KUILS RIVER;Western Cape;0
10364433;T;KWAL;29_34     ;African;F;XITSONGA;Employed;RANDBURG;Gauteng;0
10975842;F;DEGR;24_25     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;0
10975866;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;BELLVILLE;Western Cape;0
10977257;T;DEGR;26_28     ;African;M;ISIZULU;Employed;SOSHANGUWE;Gauteng;0
11562816;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;KEMPTON PARK;Gauteng;0
10980242;T;SENR;35_40     ;African;M;SETSWANA;Employed;KIMBERLEY;Midlands;0
10658480;F;DEGR;24_25     ;African;M;ENGLISH;Unemployed;KLERKSDORP;Midlands;0
10661195;T;DIPL;24_25     ;African;M;ISIZULU;Employed;VEREENIGING;Gauteng;0
10371580;T;DEGR;24_25     ;African;M;XITSONGA;Unemployed;BOKSBURG;Gauteng;0
12169239;F;DIPL;26_28     ;African;F;ENGLISH;Unemployed;MTONJANENI;KwaZulu-Natal;0
10376361;F;DEGR;20_21     ;African;M;ISIZULU;Unemployed;KWAMHLANGA;North Eastern;0
10665298;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;SESHEGO;North Eastern;0
10665417;T;DEGR;26_28     ;African;M;TSHIVENDA;Unemployed;RANDBURG;Gauteng;0
10670046;T;DEGR;22_23     ;Coloured;F;AFR/ENG;Unemployed;BREDASDORP;Western Cape;0
10992469;T;DIPL;22_23     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;0
10672572;T;DEGR;22_23     ;Coloured;M;ENGLISH;Unemployed;GEORGE;Western Cape;0
10384477;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;0
12174925;T;DEGR;18_19     ;White;M;AFRIKAANS;Student;SPRINGS;Gauteng;0
11578701;T;DEGR;24_25     ;White;M;ENGLISH;Unemployed;STUTTERHEIM;Eastern Cape;0
10676869;T;HCER;26_28     ;African;F;ISINDEBELE;Unemployed;PRETORIA;Gauteng;0
10386472;T;DEGR;22_23     ;African;M;SESOTHO;Employed;MANKWE;Midlands;0
11308138;F;DEGR;18_19     ;African;M;ISIZULU;Employed;ALBERTON;Gauteng;0
10683908;T;DIPL;26_28     ;African;F;NORTHERN SOTHO;Employed;WONDERBOOM;Gauteng;0
10686473;T;MATR;35_40     ;African;M;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
10686492;T;DEGR;26_28     ;African;F;SESOTHO;Employed;WELKOM;Midlands;0
10686802;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;SENWABARWANA;North Eastern;0
10687828;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;JOHANNESBURG;Gauteng;0
11585600;T;DIPL;26_28     ;African;F;NORTHERN SOTHO;Unemployed;GROBLERSDAL;North Eastern;0
11593487;T;DEGR;24_25     ;African;F;SETSWANA;Unemployed;TEMBA;Midlands;0
10690408;F;KWAL;29_34     ;Coloured;M;AFRIKAANS;Employed;BELLVILLE;Western Cape;0
12183274;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;JOHANNESBURG;Gauteng;0
12183517;T;KWAL;35_40     ;African;M;FRENCH;Employed;BELLVILLE;Western Cape;0
12184556;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;LYDENBURG;North Eastern;0
12184931;T;DEGR;24_25     ;African;F;TSHIVENDA;Employed;RANDBURG;Gauteng;0
11597102;T;DEGR;24_25     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;0
11004244;T;DEGR;26_28     ;African;M;XITSONGA;Unemployed;GIYANI;North Eastern;0
11007049;F;DEGR;20_21     ;African;M;OTHER AFRICAN LANGUAGES;Unemployed;PRETORIA;Gauteng;0
11010759;T;DEGR;29_34     ;African;M;ISIZULU;Employed;STANDERTON;North Eastern;0
11335820;T;DIPL;26_28     ;African;F;ISINDEBELE;Unemployed;MDUTJANA;North Eastern;0
12191234;F;HCER;29_34     ;African;M;XITSONGA;Employed;NELSPRUIT;North Eastern;0
10395072;F;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;TEMBA;Midlands;0
12193841;T;DEGR;22_23     ;African;M;SISWATI;Unemployed;NSIKAZI;North Eastern;0
10705133;T;DIPL;22_23     ;African;M;NORTHERN SOTHO;Unemployed;SPRINGS;Gauteng;0
10715686;T;DEGR;26_28     ;African;F;ENGLISH;Employed;BOKSBURG;Gauteng;0
11355651;T;KWAL;29_34     ;Coloured;M;AFR/ENG;Employed;VANRHYNSDORP;Western Cape;0
11608948;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;NEW HANOVER;KwaZulu-Natal;0
10408411;T;DEGR;24_25     ;African;M;ISIZULU;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
12202411;T;DEGR;20_21     ;African;M;XITSONGA;Unemployed;RITAVI;North Eastern;0
11033182;T;DEGR;24_25     ;White;M;AFRIKAANS;Unemployed;BELLVILLE;Western Cape;0
11037479;T;DEGR;24_25     ;White;M;AFRIKAANS;Unemployed;BELLVILLE;Western Cape;0
11618188;F;DEGR;20_21     ;White;M;AFRIKAANS;Employed;GORDONIA;Midlands;0
11618935;T;DEGR;29_34     ;African;M;ENGLISH;Employed;PRETORIA;Gauteng;0
12207483;F;DEGR;24_25     ;African;F;ISIZULU;Unemployed;WITRIVIER;North Eastern;0
10732556;T;KWAL;29_34     ;African;M;FRENCH;Employed;ROODEPOORT;Gauteng;0
10732653;T;DEGR;24_25     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
11372936;T;DEGR;29_34     ;Indian;M;ENGLISH;Employed;RANDBURG;Gauteng;0
11377733;F;DIPL;20_21     ;White;M;AFRIKAANS;Employed;RUSTENBURG;Midlands;0
11046780;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
11050033;T;DIPL;22_23     ;African;M;XITSONGA;Unemployed;MHALA;North Eastern;0
12212967;T;SENR;35_40     ;African;M;SESOTHO;Employed;ALBERTON;Gauteng;0
10423491;F;DEGR;29_34     ;African;M;ISIZULU;Employed;MOOIRIVER;KwaZulu-Natal;0
12217039;T;DEGR;22_23     ;White;M;ENGLISH;Unemployed;MIDDELBURG (Mphumalanga);North Eastern;0
11639003;T;SENR;35_40     ;African;F;ISIXHOSA;Employed;PAARL;Western Cape;0
11642364;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;CHATSWORTH;KwaZulu-Natal;0
11642534;F;MATR;29_34     ;African;M;SESOTHO;Employed;PARYS;Gauteng;0
11407217;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;0
12220455;F;HCER;26_28     ;African;M;ISINDEBELE;Unemployed;MDUTJANA;North Eastern;0
12222531;T;DIPL;26_28     ;African;F;ISIZULU;Employed;PIETERMARITZBURG;KwaZulu-Natal;0
10751709;T;DEGR;20_21     ;African;F;SETSWANA;Unemployed;GARANKUWA;Midlands;0
11645665;T;DEGR;35_40     ;African;M;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;0
10085585;F;DEGR;24_25     ;African;M;ISIZULU;Unemployed;NEWCASTLE;KwaZulu-Natal;0
10431076;T;DEGR;24_25     ;African;M;TSHIVENDA;Employed;AMERSFOORT;North Eastern;0
10092069;T;KWAL;24_25     ;African;F;XITSONGA;Unemployed;VUWANI;North Eastern;0
11062109;F;DEGR;24_25     ;African;M;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;0
10438755;F;DIPL;29_34     ;African;M;SESOTHO;Employed;KEMPTON PARK;Gauteng;0
10099171;T;DEGR;29_34     ;African;M;ISINDEBELE;Employed;NIGEL;Gauteng;0
10100444;F;DIPL;20_21     ;African;M;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;0
11656438;F;HCER;24_25     ;African;M;ISIZULU;Unemployed;UBOMBO;KwaZulu-Natal;0
11420264;T;DEGR;26_28     ;Indian;M;ENGLISH;Employed;INANDA;KwaZulu-Natal;0
11657515;T;DEGR;18_19     ;African;F;SESOTHO;Employed;GROBLERSDAL;North Eastern;0
11658465;T;DEGR;24_25     ;White;F;AFR/ENG;Student;PAARL;Western Cape;0
12227592;T;DEGR;26_28     ;African;F;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;0
10767411;T;DEGR;24_25     ;Coloured;M;ENGLISH;Unemployed;CAPE TOWN;Western Cape;0
10767840;F;DIPL;22_23     ;African;M;ISIXHOSA;Unemployed;BIZANA;KwaZulu-Natal;0
10768828;F;DIPL;20_21     ;African;F;NORTHERN SOTHO;Unemployed;Unknown;Unknown;0
10769719;T;HCER;29_34     ;African;M;ISIZULU;Unemployed;NEWCASTLE;KwaZulu-Natal;0
10771535;F;HCER;24_25     ;African;F;ISIXHOSA;Unemployed;DURBAN;KwaZulu-Natal;0
11662357;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;THABAMOOPO;North Eastern;0
10455350;F;DIPL;20_21     ;African;M;ISIZULU;Unemployed;ESTCOURT;KwaZulu-Natal;0
10113643;T;DIPL;24_25     ;African;F;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;0
10771799;F;DEGR;20_21     ;Coloured;M;ENGLISH;Employed;ROODEPOORT;Gauteng;0
10458225;T;DEGR;26_28     ;African;M;TSHIVENDA;Employed;VUWANI;North Eastern;0
11668309;T;DEGR;24_25     ;African;M;ISIZULU;Employed;UMTATA;Eastern Cape;0
11670751;T;DIPL;26_28     ;African;M;TSHIVENDA;Employed;PRETORIA;Gauteng;0
10777894;T;DEGR;26_28     ;African;M;ISIXHOSA;Employed;ALBERTON;Gauteng;0
10778621;T;DIPL;29_34     ;African;F;SESOTHO;Employed;HIGHVELD RIDGE;North Eastern;0
12240065;F;DIPL;26_28     ;African;M;ISIXHOSA;Employed;MOUNT CURRIE;KwaZulu-Natal;0
10469580;F;DIPL;24_25     ;African;M;ISIZULU;Unemployed;KLIPRIVER;KwaZulu-Natal;0
11458083;F;DEGR;20_21     ;African;F;ISIZULU;Unemployed;BERGVILLE;KwaZulu-Natal;0
12241242;T;DEGR;24_25     ;African;M;TSHIVENDA;Unemployed;MALAMULELE;North Eastern;0
11680347;F;DIPL;18_19     ;African;F;ISIZULU;Employed;VANDERBIJLPARK;Gauteng;0
11088604;T;MATR;29_34     ;African;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;0
10791439;F;DEGR;18_19     ;African;M;XITSONGA;Unemployed;BENONI;Gauteng;0
10473798;F;MATR;35_40     ;African;M;SESOTHO;Employed;PRETORIA;Gauteng;0
12243431;F;ONBK;24_25     ;African;F;ENGLISH;Employed;KUILS RIVER;Western Cape;0
10140144;T;MATR;29_34     ;African;F;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
11683524;T;DEGR;22_23     ;African;M;ISIXHOSA;Employed;LUSIKISIKI;Eastern Cape;0
10480762;T;DIPL;26_28     ;African;F;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
12256328;T;DEGR;26_28     ;African;M;SETSWANA;Unemployed;GARANKUWA;Midlands;0
11103994;T;DEGR;24_25     ;African;F;ISIXHOSA;Employed;EAST LONDON;Eastern Cape;0
10486156;T;DEGR;26_28     ;African;F;ISIZULU;Unemployed;LOWER UMFOLOZI;KwaZulu-Natal;0
12262247;T;HCER;24_25     ;African;M;NORTHERN SOTHO;Employed;JOHANNESBURG;Gauteng;0
11693921;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;GOODWOOD;Western Cape;0
11487989;F;DEGR;20_21     ;White;F;ENGLISH;Unemployed;PRETORIA;Gauteng;0
11118657;T;DIPL;24_25     ;African;M;SESOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;0
12268164;T;SENR;29_34     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;0
10157535;T;SENR;35_40     ;Coloured;M;AFR/ENG;Employed;GORDONIA;Midlands;0
10504235;T;DEGR;26_28     ;Coloured;M;AFR/ENG;Employed;RANDBURG;Gauteng;0
11122344;F;DEGR;26_28     ;African;F;XITSONGA;Unemployed;MAPULANENG;North Eastern;0
11124347;T;DEGR;29_34     ;African;M;SESOTHO;Employed;KEMPTON PARK;Gauteng;0
11702227;F;DEGR;20_21     ;White;F;AFR/ENG;Employed;BRAKPAN;Gauteng;0
11703862;T;DEGR;26_28     ;African;M;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;0
11704874;T;DEGR;22_23     ;White;M;AFR/ENG;Unemployed;PRETORIA;Gauteng;0
11501787;T;MATR;35_40     ;Indian;M;ENGLISH;Employed;INANDA;KwaZulu-Natal;0
12275594;F;DIPL;29_34     ;African;M;ISIZULU;Employed;RANDBURG;Gauteng;0
11511580;T;DEGR;24_25     ;African;F;ISIZULU;Employed;LIONS RIVER;KwaZulu-Natal;0
11709461;T;DEGR;26_28     ;Coloured;M;ENGLISH;Employed;WYNBERG;Western Cape;0
11710672;T;DEGR;24_25     ;African;F;XITSONGA;Employed;KEMPTON PARK;Gauteng;0
11711153;T;DIPL;26_28     ;African;F;TSHIVENDA;Employed;PRETORIA;Gauteng;0
12277643;F;DIPL;29_34     ;African;M;ISIXHOSA;Unemployed;DURBAN;KwaZulu-Natal;0
12277864;T;DIPL;24_25     ;African;M;NORTHERN SOTHO;Employed;SASOLBURG;Gauteng;0
11712079;T;DEGR;22_23     ;Indian;M;ENGLISH;Employed;HIGHVELD RIDGE;North Eastern;0
11712125;F;DEGR;26_28     ;African;M;OTHER AFRICAN LANGUAGES;Employed;MAPULANENG;North Eastern;0
11712176;T;DEGR;26_28     ;Indian;M;ENGLISH;Unemployed;DURBAN;KwaZulu-Natal;0
11712699;T;DEGR;24_25     ;Indian;F;ENGLISH;Employed;CHATSWORTH;KwaZulu-Natal;0
11713989;T;DEGR;26_28     ;African;F;ISIZULU;Employed;CAMPERDOWN;KwaZulu-Natal;0
11716856;T;ONBK;35_40     ;African;M;ENGLISH;Employed;PRETORIA;Gauteng;0
11717903;T;DIPL;29_34     ;African;F;ISIZULU;Employed;WONDERBOOM;Gauteng;0
10167762;T;DIPL;29_34     ;African;M;ISIXHOSA;Employed;JOHANNESBURG;Gauteng;0
10171953;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;WYNBERG;Western Cape;0
11525767;T;MATR;35_40     ;African;F;ISIZULU;Employed;KLIPRIVER;KwaZulu-Natal;0
11526917;F;KWAL;35_40     ;African;M;SISWATI;Employed;RANDBURG;Gauteng;0
10518352;T;DEGR;24_25     ;African;F;SISWATI;Unemployed;WITRIVIER;North Eastern;0
10521695;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;VUWANI;North Eastern;0
12282911;F;DIPL;24_25     ;African;F;ISIXHOSA;Unemployed;KUILS RIVER;Western Cape;0
11143295;F;DIPL;22_23     ;African;M;ISIXHOSA;Unemployed;LUSIKISIKI;Eastern Cape;0
11148254;F;DEGR;26_28     ;African;M;TSHIVENDA;Employed;JOHANNESBURG;Gauteng;0
10525504;T;DEGR;24_25     ;African;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;0
11721240;T;DEGR;22_23     ;African;F;TSHIVENDA;Unemployed;VUWANI;North Eastern;0
11535215;T;DEGR;26_28     ;African;M;ISIXHOSA;Employed;RANDBURG;Gauteng;0
10182165;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Employed;RANDBURG;Gauteng;0
11725618;T;DEGR;26_28     ;African;M;SESOTHO;Employed;VANDERBIJLPARK;Gauteng;0
12463366;F;DEGR;18_19     ;African;F;ISINDEBELE;Unemployed;WITBANK;North Eastern;0
12288548;T;MATR;29_34     ;Coloured;F;ENGLISH;Employed;MITCHELLS PLAIN;Western Cape;0
12464524;T;DEGR;22_23     ;African;F;ISIZULU;Employed;BOKSBURG;Gauteng;0
12290283;F;DEGR;29_34     ;African;M;ISIXHOSA;Employed;HIGHVELD RIDGE;North Eastern;0
11732827;T;KWAL;35_40     ;African;M;SESOTHO;Employed;WESTONARIA;Gauteng;0
10532727;T;DEGR;24_25     ;African;F;SETSWANA;Employed;BENONI;Gauteng;0
10534878;T;DEGR;26_28     ;African;F;TSHIVENDA;Unemployed;SOUTPANSBERG;North Eastern;0
11161711;T;DEGR;20_21     ;African;M;XITSONGA;Unemployed;JOHANNESBURG;Gauteng;0
11163811;T;SENR;35_40     ;African;M;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;0
12469407;F;DIPL;26_28     ;African;F;ISIXHOSA;Unemployed;MT AYCLIFF;Eastern Cape;0
11734838;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;NEBO;North Eastern;0
10812611;T;SENR;35_40     ;African;F;ISIXHOSA;Employed;PORT ST JOHNS;Eastern Cape;0
12478169;F;DIPL;22_23     ;African;F;SETSWANA;Unemployed;TEMBA;Midlands;0
10202061;T;KWAL;26_28     ;African;F;TSHIVENDA;Unemployed;VUWANI;North Eastern;0
11177621;F;DIPL;22_23     ;African;M;ISIZULU;Unemployed;KRUGERSDORP;Gauteng;0
11180239;T;HCER;26_28     ;African;M;ISIXHOSA;Unemployed;ENGCOBO;Eastern Cape;0
10553581;T;HCER;26_28     ;African;F;ISIZULU;Employed;HIGHVELD RIDGE;North Eastern;0
10555910;T;DEGR;26_28     ;African;M;SISWATI;Employed;WITBANK;North Eastern;0
12304422;T;DEGR;24_25     ;White;M;AFRIKAANS;Employed;BLOEMFONTEIN;Midlands;0
12483154;F;DIPL;26_28     ;African;M;TSHIVENDA;Employed;HIGHVELD RIDGE;North Eastern;0
11738380;T;KWAL;29_34     ;African;M;ENGLISH;Employed;Unknown;Unknown;0
11190180;T;DIPL;20_21     ;African;F;SESOTHO;Unemployed;JOHANNESBURG;Gauteng;0
10217670;T;MATR;35_40     ;African;M;ENGLISH;Employed;ROODEPOORT;Gauteng;0
11192620;T;DIPL;22_23     ;African;M;ISIXHOSA;Employed;UMTATA;Eastern Cape;0
12310187;T;DEGR;29_34     ;African;F;ISIZULU;Unemployed;MIDDELBURG (Mphumalanga);North Eastern;0
10835487;T;DIPL;29_34     ;African;M;ISIXHOSA;Unemployed;EAST LONDON;Eastern Cape;0
11741885;T;KWAL;35_40     ;African;F;SESOTHO;Employed;JOHANNESBURG;Gauteng;0
11201678;F;HCER;26_28     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;0
12493322;T;SENR;35_40     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;0
10233738;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;RANDBURG;Gauteng;0
10573671;T;DEGR;24_25     ;Indian;M;ENGLISH;Unemployed;CHATSWORTH;KwaZulu-Natal;0
10575860;F;DEGR;22_23     ;African;F;ENGLISH;Employed;LYDENBURG;North Eastern;0
10577391;F;DEGR;20_21     ;African;M;SETSWANA;Unemployed;KEMPTON PARK;Gauteng;0
12319381;T;DEGR;24_25     ;African;M;SESOTHO;Employed;BOKSBURG;Gauteng;0
10578417;F;DIPL;24_25     ;African;M;NORTHERN SOTHO;Employed;NAMAKGALE;North Eastern;0
10578433;T;KWAL;29_34     ;African;M;PORTUGUESE;Unemployed;Unknown;Unknown;0
12505093;T;DIPL;26_28     ;African;M;ISIZULU;Employed;MTUNZINI;KwaZulu-Natal;0
11745783;T;DEGR;26_28     ;African;M;SISWATI;Unemployed;NSIKAZI;North Eastern;0
11746763;T;DEGR;22_23     ;African;F;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;0
10858212;F;HCER;22_23     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;0
11747158;F;ONBK;35_40     ;African;M;SHONA;Employed;PRETORIA;Gauteng;0
11750124;F;HCER;26_28     ;African;M;ISIXHOSA;Unemployed;GOODWOOD;Western Cape;0
12511433;T;DEGR;26_28     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;0
13723566;T;DIPL;26_28     ;African;F;NORTHERN SOTHO;Unemployed;ALBERTON;Gauteng;0
10590511;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;MDUTJANA;North Eastern;0
12511681;T;DEGR;24_25     ;African;M;ISIZULU;Employed;BOKSBURG;Gauteng;0
11750833;F;DIPL;26_28     ;African;M;SESOTHO;Employed;THABA NCHU;Midlands;0
11751848;T;DIPL;26_28     ;African;M;ISIZULU;Employed;KLIPRIVER;KwaZulu-Natal;0
11754588;T;HCER;29_34     ;African;M;SESOTHO;Employed;SOSHANGUWE;Gauteng;0
11756963;T;SENR;29_34     ;White;M;ENGLISH;Employed;BELLVILLE;Western Cape;0
11757277;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Unemployed;SOSHANGUWE;Gauteng;0
10257734;T;DEGR;29_34     ;African;F;SETSWANA;Employed;GARANKUWA;Midlands;0
12518675;T;KWAL;26_28     ;African;F;SESOTHO;Unemployed;MITCHELLS PLAIN;Western Cape;0
10602760;F;DIPL;26_28     ;White;M;ENGLISH;Employed;GERMISTON;Gauteng;0
11758869;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Employed;SOUTPANSBERG;North Eastern;0
11760367;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;KEMPTON PARK;Gauteng;0
12520114;T;DEGR;24_25     ;African;M;ISIZULU;Unemployed;MSINGA;KwaZulu-Natal;0
10260956;T;MATR;29_34     ;African;M;ENGLISH;Employed;KEMPTON PARK;Gauteng;0
