Student_Number;FTEN;Matric_Status_Code;Age_Group;Race;Gender;Home_Language;Employment;Magisterial_District;Region;Class
12461819;F;DEGR;29_34     ;African;M;ISIZULU;Employed;BRAKPAN;Gauteng;1
10186659;F;DEGR;22_23     ;White;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
11722368;T;MATR;35_40     ;African;M;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
12463935;T;DEGR;26_28     ;African;M;SISWATI;Employed;KEMPTON PARK;Gauteng;1
12289048;F;DIPL;26_28     ;African;M;ISIXHOSA;Unemployed;UITENHAGE;Eastern Cape;1
10528045;T;DEGR;29_34     ;African;F;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;1
10528533;F;DEGR;18_19     ;African;F;ISIZULU;Unemployed;INGWAVUMA;KwaZulu-Natal;1
10528967;T;DEGR;24_25     ;African;M;SETSWANA;Employed;LICHTENBURG;Midlands;1
10530751;T;DEGR;26_28     ;African;M;TSHIVENDA;Employed;DZANANI;North Eastern;1
12291541;T;DEGR;29_34     ;African;F;ISIXHOSA;Employed;KEMPTON PARK;Gauteng;1
11730608;T;KWAL;29_34     ;African;M;ISIXHOSA;Employed;DURBAN;KwaZulu-Natal;1
10533906;F;MATR;29_34     ;African;M;ISINDEBELE;Unemployed;CAMPERDOWN;KwaZulu-Natal;1
10535192;T;DEGR;24_25     ;African;M;SETSWANA;Employed;PRETORIA;Gauteng;1
11163221;T;DEGR;24_25     ;African;F;ISIXHOSA;Unemployed;ENGCOBO;Eastern Cape;1
12470117;F;DIPL;24_25     ;African;F;ISIXHOSA;Unemployed;MOUNT CURRIE;KwaZulu-Natal;1
10536447;T;DEGR;26_28     ;Coloured;F;AFRIKAANS;Employed;ROODEPOORT;Gauteng;1
10536544;T;DIPL;24_25     ;African;M;ENGLISH;Employed;EAST LONDON;Eastern Cape;1
10193210;F;HCER;29_34     ;African;M;TSHIVENDA;Unemployed;PRETORIA;Gauteng;1
10542986;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;1
12477146;T;MATR;35_40     ;Coloured;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
10821419;F;DIPL;22_23     ;African;M;ISIZULU;Employed;MDUTJANA;North Eastern;1
11172317;F;DIPL;24_25     ;African;F;ISIZULU;Employed;POSTMASBURG;Midlands;1
10544873;T;DEGR;24_25     ;Indian;M;ENGLISH;Unemployed;INANDA;KwaZulu-Natal;1
10548313;T;MATR;29_34     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
12299663;T;DIPL;24_25     ;African;F;ENGLISH;Employed;KEMPTON PARK;Gauteng;1
12478215;F;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;JOHANNESBURG;Gauteng;1
10549484;T;DEGR;24_25     ;African;F;NORTHERN SOTHO;Unemployed;WITBANK;North Eastern;1
10550687;T;DIPL;29_34     ;African;M;SETSWANA;Employed;MADIKWE;Midlands;1
10552485;T;DEGR;18_19     ;African;M;NORTHERN SOTHO;Employed;JOHANNESBURG;Gauteng;1
10823977;T;DEGR;20_21     ;African;F;ENGLISH;Unemployed;SEKHUKHUNELAND;North Eastern;1
12302419;T;DIPL;26_28     ;African;F;SETSWANA;Employed;KEMPTON PARK;Gauteng;1
12480155;T;DEGR;24_25     ;White;M;AFR/ENG;Unemployed;BELLVILLE;Western Cape;1
10555630;T;SENR;29_34     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
12483898;F;DEGR;22_23     ;Coloured;F;ENGLISH;Unemployed;CAPE TOWN;Western Cape;1
10559315;T;DEGR;22_23     ;White;M;ENGLISH;Employed;OUDTSHOORN;Western Cape;1
10559536;T;DEGR;22_23     ;White;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
10560976;F;DEGR;22_23     ;African;M;ENGLISH;Unemployed;PINETOWN;KwaZulu-Natal;1
10562521;T;DEGR;26_28     ;African;M;ISIZULU;Employed;PIETERMARITZBURG;KwaZulu-Natal;1
10832135;F;KWAL;20_21     ;African;F;ENGLISH;Employed;RUSTENBURG;Midlands;1
10564901;F;DIPL;29_34     ;African;M;TSHIVENDA;Unemployed;SOUTPANSBERG;North Eastern;1
10215740;T;DEGR;22_23     ;African;M;NORTHERN SOTHO;Unemployed;BENONI;Gauteng;1
12306678;F;DEGR;22_23     ;African;M;NORTHERN SOTHO;Employed;LYDENBURG;North Eastern;1
12485761;F;DEGR;18_19     ;White;F;ENGLISH;Student;MIDDELBURG (Mphumalanga);North Eastern;1
12308875;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;KEMPTON PARK;Gauteng;1
12309766;F;DEGR;22_23     ;White;M;ENGLISH;Employed;GERMISTON;Gauteng;1
10222256;F;DEGR;22_23     ;African;F;XITSONGA;Employed;MHALA;North Eastern;1
10834693;F;DEGR;22_23     ;African;M;ISIXHOSA;Unemployed;JOHANNESBURG;Gauteng;1
12490104;T;DEGR;26_28     ;African;F;SETSWANA;Unemployed;MANKWE;Midlands;1
12491370;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;INGWAVUMA;KwaZulu-Natal;1
12313518;T;DEGR;26_28     ;White;F;AFRIKAANS;Employed;ROODEPOORT;Gauteng;1
11740905;T;KWAL;26_28     ;African;F;ISIZULU;Employed;PRETORIA;Gauteng;1
11741648;T;MATR;29_34     ;African;M;SISWATI;Employed;Unknown;Unknown;1
11743683;T;KWAL;41_50     ;African;M;GERMAN;Employed;Unknown;Unknown;1
12315316;T;DEGR;26_28     ;African;M;XITSONGA;Employed;HLANGANANI;North Eastern;1
10570451;T;DEGR;26_28     ;African;M;SESOTHO;Employed;STANDERTON;North Eastern;1
10571919;T;DEGR;22_23     ;African;F;ENGLISH;Employed;WYNBERG;Western Cape;1
12317963;F;DEGR;20_21     ;White;M;ENGLISH;Employed;SIMONSTOWN;Western Cape;1
12318261;T;DIPL;24_25     ;African;M;SETSWANA;Employed;WONDERBOOM;Gauteng;1
12318571;T;DEGR;26_28     ;African;F;SESOTHO;Unemployed;NEBO;North Eastern;1
10234939;T;DEGR;24_25     ;African;M;ISIXHOSA;Unemployed;KRUGERSDORP;Gauteng;1
10573811;T;DEGR;22_23     ;African;M;ISIZULU;Unemployed;SPRINGS;Gauteng;1
10575728;F;DEGR;29_34     ;No information;F;ENGLISH;Employed;NEWCASTLE;KwaZulu-Natal;1
10577081;F;DEGR;24_25     ;African;F;NORTHERN SOTHO;Unemployed;TEMBA;Midlands;1
12319168;T;HCER;22_23     ;African;M;SETSWANA;Employed;SOSHANGUWE;Gauteng;1
12320142;F;DEGR;22_23     ;African;M;SETSWANA;Employed;JOHANNESBURG;Gauteng;1
10842513;F;DEGR;20_21     ;Indian;F;ENGLISH;Unemployed;RANDBURG;Gauteng;1
10845997;T;KWAL;26_28     ;Indian;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
12505705;T;DEGR;24_25     ;African;M;ISIZULU;Unemployed;UMLAZI;KwaZulu-Natal;1
10581566;T;DEGR;29_34     ;African;M;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
11746178;F;DEGR;24_25     ;African;M;SISWATI;Employed;EERSTEHOEK;North Eastern;1
11746879;F;DIPL;26_28     ;African;F;TSHIVENDA;Employed;JOHANNESBURG;Gauteng;1
13721450;T;DEGR;24_25     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
12507533;T;DIPL;29_34     ;African;M;TSHIVENDA;Unemployed;THOHOYANDOU;North Eastern;1
11747150;F;DEGR;18_19     ;African;F;ENGLISH;Unemployed;RANDBURG;Gauteng;1
11747403;T;DEGR;24_25     ;Indian;M;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
11748936;T;DEGR;29_34     ;African;M;NORTHERN SOTHO;Employed;JOHANNESBURG;Gauteng;1
11749754;T;DEGR;26_28     ;African;M;ENGLISH;Employed;GERMISTON;Gauteng;1
11750167;T;DIPL;24_25     ;African;F;ISIZULU;Unemployed;PRETORIA;Gauteng;1
10584794;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;PORT SHEPSTONE;KwaZulu-Natal;1
10246988;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Employed;FRANKFORT;Gauteng;1
10861194;T;DEGR;29_34     ;African;M;SISWATI;Unemployed;LYDENBURG;North Eastern;1
10861224;F;DEGR;22_23     ;African;M;ENGLISH;Unemployed;ROODEPOORT;Gauteng;1
10590112;T;DEGR;26_28     ;African;F;ISIZULU;Employed;GERMISTON;Gauteng;1
10591863;F;DEGR;26_28     ;African;M;SESOTHO;Employed;BLOEMFONTEIN;Midlands;1
10593343;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;MIDDELBURG (Mphumalanga);North Eastern;1
11750957;T;DEGR;29_34     ;African;M;TSHIVENDA;Employed;ODENDAALSRUS;Midlands;1
11751008;T;DEGR;26_28     ;African;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;1
11754928;T;DEGR;26_28     ;African;M;SESOTHO;Employed;JOHANNESBURG;Gauteng;1
10595338;F;SENR;29_34     ;African;M;ISIXHOSA;Employed;BELLVILLE;Western Cape;1
10597357;T;DEGR;20_21     ;Coloured;F;AFRIKAANS;Employed;GORDONIA;Midlands;1
12514025;T;DEGR;24_25     ;African;F;XITSONGA;Employed;TEMBA;Midlands;1
11757196;T;DEGR;20_21     ;African;F;ISIZULU;Unemployed;NEWCASTLE;KwaZulu-Natal;1
11757714;F;DEGR;29_34     ;African;M;SETSWANA;Unemployed;EAST LONDON;Eastern Cape;1
13728959;T;DEGR;26_28     ;African;F;SHONA;Employed;EAST LONDON;Eastern Cape;1
10864250;T;DEGR;24_25     ;African;M;ENGLISH;Employed;VEREENIGING;Gauteng;1
10865785;T;DEGR;26_28     ;African;M;ISIZULU;Employed;BOKSBURG;Gauteng;1
11758292;T;DEGR;24_25     ;African;F;ISIXHOSA;Employed;MITCHELLS PLAIN;Western Cape;1
11758435;T;DEGR;24_25     ;African;F;ISIZULU;Employed;KLIPRIVER;KwaZulu-Natal;1
11759644;F;DIPL;29_34     ;African;F;TSHIVENDA;Unemployed;ROODEPOORT;Gauteng;1
11759892;T;DEGR;26_28     ;African;M;ISIXHOSA;Employed;JOHANNESBURG;Gauteng;1
11760971;T;DEGR;29_34     ;African;M;ISIXHOSA;Unemployed;SIMONSTOWN;Western Cape;1
13732034;T;SENR;35_40     ;African;M;NORTHERN SOTHO;Employed;SOSHANGUWE;Gauteng;1
12520680;F;DEGR;20_21     ;African;F;SETSWANA;Employed;KEMPTON PARK;Gauteng;1
12323556;T;VOOR;41_50     ;African;M;SHONA;Employed;DURBAN;KwaZulu-Natal;1
10606480;T;DIPL;22_23     ;African;F;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
13733572;T;DEGR;29_34     ;African;M;ISIXHOSA;Employed;PIETERMARITZBURG;KwaZulu-Natal;1
13734250;F;DEGR;20_21     ;African;M;SETSWANA;Employed;RUSTENBURG;Midlands;1
13734870;F;DIPL;18_19     ;African;F;ISIZULU;Unemployed;LOWER UMFOLOZI;KwaZulu-Natal;1
12324587;F;DIPL;29_34     ;African;M;ISIZULU;Unemployed;LOWER TUGELA;KwaZulu-Natal;1
13737869;F;DIPL;20_21     ;African;M;SETSWANA;Unemployed;ROODEPOORT;Gauteng;1
12326191;T;MATR;35_40     ;Coloured;M;ENGLISH;Employed;KUILS RIVER;Western Cape;1
12521927;T;DEGR;24_25     ;African;F;ISIZULU;Employed;ESHOWE;KwaZulu-Natal;1
10609355;T;DEGR;29_34     ;Indian;M;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
10612976;F;DEGR;20_21     ;Coloured;F;ENGLISH;Employed;GEORGE;Western Cape;1
10614138;T;SENR;29_34     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
13743117;T;DEGR;22_23     ;African;M;ENGLISH;Unemployed;GOODWOOD;Western Cape;1
13743974;F;DIPL;26_28     ;African;M;ISINDEBELE;Employed;BELA-BELA;North Eastern;1
13747864;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;SENWABARWANA;North Eastern;1
12530562;T;DEGR;24_25     ;Indian;F;ENGLISH;Unemployed;CHATSWORTH;KwaZulu-Natal;1
10617741;T;DEGR;26_28     ;African;M;SESOTHO;Employed;KLERKSDORP;Midlands;1
13750007;F;DIPL;22_23     ;African;M;SETSWANA;Employed;TEMBA;Midlands;1
12533283;T;DIPL;24_25     ;African;F;NORTHERN SOTHO;Unemployed;MOKERONG;North Eastern;1
10619009;T;DEGR;22_23     ;African;M;ENGLISH;Student;KIMBERLEY;Midlands;1
10619628;F;MATR;29_34     ;African;M;NORTHERN SOTHO;Employed;MOKOPANE;North Eastern;1
13751853;F;HCER;24_25     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
10877155;T;DEGR;22_23     ;African;M;SETSWANA;Unemployed;TEMBA;Midlands;1
12341368;T;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;BENONI;Gauteng;1
10292645;F;DIPL;29_34     ;African;M;NORTHERN SOTHO;Employed;KEMPTON PARK;Gauteng;1
10293711;T;DEGR;24_25     ;African;M;ISIZULU;Employed;PIET RETIEF;North Eastern;1
10294583;T;DEGR;22_23     ;African;F;SETSWANA;Employed;KRUGERSDORP;Gauteng;1
10295132;T;KWAL;26_28     ;African;M;ENGLISH;Employed;GOODWOOD;Western Cape;1
13275695;T;MATR;35_40     ;African;M;SETSWANA;Employed;WONDERBOOM;Gauteng;1
11762931;F;DEGR;22_23     ;African;F;ISIZULU;Employed;BERGVILLE;KwaZulu-Natal;1
11763048;T;DEGR;26_28     ;African;F;ENGLISH;Employed;BLOEMFONTEIN;Midlands;1
10297728;T;DEGR;26_28     ;African;F;ISINDEBELE;Unemployed;WITBANK;North Eastern;1
13278220;T;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;CHATSWORTH;KwaZulu-Natal;1
13756294;F;DIPL;22_23     ;African;M;ISIZULU;Unemployed;HLABISA;KwaZulu-Natal;1
12342089;F;DIPL;20_21     ;African;F;TSHIVENDA;Unemployed;MUTALE;North Eastern;1
12541243;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;EAST LONDON;Eastern Cape;1
12544943;T;DEGR;20_21     ;African;M;OTHER AFRICAN LANGUAGES;Employed;JOHANNESBURG;Gauteng;1
12545079;T;DEGR;22_23     ;African;M;ISIZULU;Unemployed;INANDA;KwaZulu-Natal;1
12345894;T;KWAL;29_34     ;African;M;ISIXHOSA;Employed;KURUMAN;Midlands;1
12346010;T;DIPL;24_25     ;African;M;NORTHERN SOTHO;Employed;LYDENBURG;North Eastern;1
12546590;F;DEGR;18_19     ;African;F;NORTHERN SOTHO;Employed;WONDERBOOM;Gauteng;1
10886588;F;DEGR;24_25     ;African;F;NORTHERN SOTHO;Unemployed;RANDBURG;Gauteng;1
13761255;T;DEGR;24_25     ;Indian;F;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
13763274;F;DIPL;26_28     ;African;M;ISINDEBELE;Unemployed;TEMBA;Midlands;1
13763436;T;MATR;35_40     ;White;M;ENGLISH;Employed;GERMISTON;Gauteng;1
13289200;F;DIPL;20_21     ;African;M;AFRIKAANS;Employed;PRETORIA;Gauteng;1
11768182;T;DEGR;26_28     ;African;M;ENGLISH;Unemployed;MITCHELLS PLAIN;Western Cape;1
14130903;F;DEGR;18_19     ;White;M;ENGLISH;Unemployed;RANDBURG;Gauteng;1
12550838;T;DEGR;26_28     ;African;F;ISIZULU;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
14135401;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;CHATSWORTH;KwaZulu-Natal;1
13770192;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;SEKHUKHUNELAND;North Eastern;1
11770125;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;PIETERSBURG;North Eastern;1
11772807;F;DEGR;29_34     ;African;M;SISWATI;Employed;BARBERTON;North Eastern;1
12350758;T;HCER;22_23     ;African;F;ISIZULU;Unemployed;NQUTU;KwaZulu-Natal;1
10894540;F;DEGR;20_21     ;White;M;ENGLISH;Employed;SOMERSET WEST;Western Cape;1
10894599;F;DEGR;18_19     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
11773817;T;DEGR;22_23     ;Indian;F;ENGLISH;Employed;INANDA;KwaZulu-Natal;1
11774546;T;DEGR;26_28     ;African;F;NORTHERN SOTHO;Employed;SENWABARWANA;North Eastern;1
11776336;T;DEGR;24_25     ;African;F;ISIZULU;Employed;HIGHVELD RIDGE;North Eastern;1
11779378;T;DEGR;26_28     ;Other / Non disclosure;M;TSHIVENDA;Employed;THOHOYANDOU;North Eastern;1
11779510;T;DEGR;26_28     ;African;M;ISIZULU;Employed;CAPE TOWN;Western Cape;1
12560744;T;DEGR;20_21     ;African;M;NORTHERN SOTHO;Unemployed;PRETORIA;Gauteng;1
12561891;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;MOKERONG;North Eastern;1
10903811;F;DEGR;20_21     ;Indian;F;ENGLISH;Unemployed;PIETERMARITZBURG;KwaZulu-Natal;1
14138872;T;DEGR;22_23     ;White;M;AFRIKAANS;Unemployed;KEMPTON PARK;Gauteng;1
12358522;T;SENR;35_40     ;African;F;XITSONGA;Employed;GERMISTON;Gauteng;1
11780783;T;DEGR;20_21     ;African;F;ISIZULU;Employed;MIDDELBURG (Mphumalanga);North Eastern;1
11781251;F;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;CULLINAN;Gauteng;1
11781650;T;DEGR;22_23     ;African;M;ISIZULU;Employed;ESHOWE;KwaZulu-Natal;1
11784355;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
11784552;T;KWAL;35_40     ;Coloured;M;AFRIKAANS;Employed;CARNARVON;Midlands;1
12842007;T;DEGR;29_34     ;Indian;M;ENGLISH;Employed;GERMISTON;Gauteng;1
11785084;T;DEGR;24_25     ;African;M;SESOTHO;Unemployed;BLOEMFONTEIN;Midlands;1
11786463;T;DEGR;22_23     ;African;M;ISIZULU;Employed;DURBAN;KwaZulu-Natal;1
11786994;T;DEGR;26_28     ;African;F;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;1
12566254;F;VOOR;29_34     ;Other / Non disclosure;F;ENGLISH;Unemployed;DURBAN;KwaZulu-Natal;1
14142575;T;MATR;29_34     ;African;F;ISIXHOSA;Employed;PRETORIA;Gauteng;1
14143156;T;DEGR;22_23     ;Indian;M;ENGLISH;Employed;RANDBURG;Gauteng;1
12362233;T;DEGR;24_25     ;African;M;NORTHERN SOTHO;Unemployed;MOKERONG;North Eastern;1
11789702;T;DEGR;26_28     ;African;F;ENGLISH;Unemployed;NIGEL;Gauteng;1
11791990;T;DEGR;24_25     ;African;M;SISWATI;Employed;KEMPTON PARK;Gauteng;1
13775957;T;DEGR;22_23     ;White;F;AFRIKAANS;Unemployed;DURBAN;KwaZulu-Natal;1
13776131;T;MATR;41_50     ;African;M;ISIZULU;Employed;PRETORIA;Gauteng;1
13776411;T;DEGR;24_25     ;African;M;ISIZULU;Employed;ALBERTON;Gauteng;1
13298501;T;DEGR;26_28     ;African;M;ISIZULU;Unemployed;JOHANNESBURG;Gauteng;1
14143892;T;MATR;29_34     ;African;M;ISIXHOSA;Employed;BUTTERWORTH;Eastern Cape;1
14144136;F;DIPL;24_25     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
14144454;T;MATR;24_25     ;Other / Non disclosure;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
12570286;T;DEGR;20_21     ;White;M;AFR/ENG;Unemployed;HOPEFIELD;Western Cape;1
12844812;F;DEGR;22_23     ;African;F;ISIZULU;Employed;INGWAVUMA;KwaZulu-Natal;1
11793950;F;DIPL;29_34     ;African;F;SESOTHO;Employed;SESHEGO;North Eastern;1
11794636;T;DEGR;22_23     ;Indian;F;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
11795594;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
14145647;T;DEGR;22_23     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;1
14146236;T;DEGR;29_34     ;African;M;SESOTHO;Unemployed;BETHLEHEM;Midlands;1
11797066;T;DEGR;24_25     ;African;M;SESOTHO;Employed;Unknown;Unknown;1
11798105;T;DEGR;24_25     ;White;M;ENGLISH;Employed;BENONI;Gauteng;1
11798216;T;DIPL;20_21     ;African;F;TSHIVENDA;Employed;JOHANNESBURG;Gauteng;1
11798612;F;DEGR;26_28     ;African;M;ISIZULU;Employed;BOKSBURG;Gauteng;1
11798674;T;DEGR;24_25     ;African;M;SETSWANA;Unemployed;MMABATHO;Midlands;1
11799018;T;SENR;29_34     ;African;F;ISIXHOSA;Unemployed;MT FLETCHER;Eastern Cape;1
14148762;F;DEGR;20_21     ;Indian;M;ENGLISH;Unemployed;CHATSWORTH;KwaZulu-Natal;1
14149181;T;KWAL;26_28     ;African;M;SETSWANA;Unemployed;JOHANNESBURG;Gauteng;1
14150651;F;DEGR;22_23     ;African;M;ENGLISH;Employed;CAPE TOWN;Western Cape;1
11800221;T;SENR;29_34     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;1
11800369;T;DEGR;22_23     ;African;M;ISIZULU;Employed;PINETOWN;KwaZulu-Natal;1
11801570;T;DIPL;26_28     ;African;M;ISIZULU;Employed;NEWCASTLE;KwaZulu-Natal;1
11802771;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Employed;ALBERTON;Gauteng;1
12855232;T;DEGR;29_34     ;White;M;ENGLISH;Employed;Unknown;Unknown;1
14151779;T;DEGR;26_28     ;White;F;AFR/ENG;Employed;ROODEPOORT;Gauteng;1
14152856;F;HCER;22_23     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
11803589;T;DEGR;26_28     ;Coloured;M;ENGLISH;Unemployed;GOODWOOD;Western Cape;1
11804623;T;DEGR;29_34     ;African;M;ISIZULU;Employed;WITBANK;North Eastern;1
11804755;T;DIPL;26_28     ;African;F;ISIZULU;Student;DURBAN;KwaZulu-Natal;1
11804984;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
11805093;T;DEGR;22_23     ;African;M;NORTHERN SOTHO;Unemployed;Unknown;Unknown;1
11805403;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;KIMBERLEY;Midlands;1
11805859;T;DIPL;26_28     ;African;F;SESOTHO;Unemployed;PRETORIA;Gauteng;1
13309913;T;DEGR;22_23     ;Indian;M;ENGLISH;Employed;RANDBURG;Gauteng;1
14153472;T;SENR;35_40     ;Coloured;M;ENGLISH;Employed;KUILS RIVER;Western Cape;1
11806456;T;DEGR;22_23     ;African;M;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
11806855;T;DIPL;26_28     ;African;M;ISIZULU;Employed;UMLAZI;KwaZulu-Natal;1
11807862;F;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;TEMBA;Midlands;1
11808157;T;DIPL;26_28     ;African;M;ISIZULU;Employed;CHATSWORTH;KwaZulu-Natal;1
11808556;T;MATR;29_34     ;African;M;NORTHERN SOTHO;Employed;PRETORIA;Gauteng;1
11808704;T;DIPL;26_28     ;African;M;NORTHERN SOTHO;Unemployed;MAPULANENG;North Eastern;1
13779553;F;DEGR;18_19     ;African;F;SESOTHO;Unemployed;WONDERBOOM;Gauteng;1
13779742;T;DEGR;22_23     ;White;F;AFR/ENG;Unemployed;BENONI;Gauteng;1
11808761;F;DEGR;20_21     ;No information;F;ENGLISH;Unemployed;SOMERSET WEST;Western Cape;1
11809741;F;DIPL;29_34     ;African;F;ISIZULU;Employed;GARANKUWA;Midlands;1
11810135;T;KWAL;24_25     ;African;M;NORTHERN SOTHO;Employed;LETABA;North Eastern;1
12860764;T;DEGR;26_28     ;White;M;AFR/ENG;Employed;PRETORIA;Gauteng;1
12862376;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;CAROLINA;North Eastern;1
13781232;T;DEGR;22_23     ;African;M;SESOTHO;Employed;WELKOM;Midlands;1
13317212;T;DEGR;26_28     ;African;M;NORTHERN SOTHO;Unemployed;THABAMOOPO;North Eastern;1
13317584;T;KWAL;35_40     ;African;F;TSHIVENDA;Employed;KEMPTON PARK;Gauteng;1
13317886;T;MATR;29_34     ;African;M;ISIZULU;Employed;WONDERBOOM;Gauteng;1
11811851;T;KWAL;35_40     ;African;M;ISIXHOSA;Employed;EAST LONDON;Eastern Cape;1
11813355;F;DEGR;20_21     ;White;M;ENGLISH;Employed;PRETORIA;Gauteng;1
12864282;T;DEGR;26_28     ;African;F;ISIXHOSA;Employed;KUILS RIVER;Western Cape;1
12371127;F;DIPL;18_19     ;African;F;NORTHERN SOTHO;Unemployed;LETABA;North Eastern;1
13784011;F;DIPL;24_25     ;African;M;SETSWANA;Unemployed;RUSTENBURG;Midlands;1
14155130;T;MATR;35_40     ;White;M;ENGLISH;Employed;BARBERTON;North Eastern;1
12580389;T;DEGR;26_28     ;African;M;ISIZULU;Employed;JOHANNESBURG;Gauteng;1
12581110;F;DIPL;26_28     ;African;M;ENGLISH;Unemployed;BARBERTON;North Eastern;1
11816462;T;DEGR;20_21     ;African;M;ISIXHOSA;Employed;MOLTENO;Eastern Cape;1
11816745;T;DEGR;26_28     ;African;F;XITSONGA;Employed;JOHANNESBURG;Gauteng;1
11816912;T;KWAL;26_28     ;African;M;ENGLISH;Employed;BELLVILLE;Western Cape;1
11818505;T;DIPL;29_34     ;African;F;NORTHERN SOTHO;Employed;SEKHUKHUNELAND;North Eastern;1
11818918;T;DEGR;24_25     ;African;M;ISIZULU;Employed;PIET RETIEF;North Eastern;1
11819914;T;KWAL;26_28     ;African;M;ENGLISH;Employed;JOHANNESBURG;Gauteng;1
14157370;F;MATR;29_34     ;White;M;ENGLISH;Employed;LOWER UMFOLOZI;KwaZulu-Natal;1
13323673;T;DIPL;22_23     ;African;F;ISINDEBELE;Employed;MDUTJANA;North Eastern;1
13790379;T;KWAL;29_34     ;African;F;ENGLISH;Employed;STRAND;Western Cape;1
11820621;F;DEGR;20_21     ;African;M;SETSWANA;Unemployed;JOHANNESBURG;Gauteng;1
14159721;F;DEGR;18_19     ;Indian;F;ENGLISH;Unemployed;PRETORIA;Gauteng;1
12375002;F;DEGR;18_19     ;White;M;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
11823059;T;DIPL;24_25     ;African;F;ISIZULU;Unemployed;DURBAN;KwaZulu-Natal;1
11823811;T;DEGR;22_23     ;African;M;SESOTHO;Unemployed;WITSIESHOEK;Midlands;1
11824144;T;DEGR;24_25     ;African;F;ISIZULU;Unemployed;KRIEL;North Eastern;1
12588301;F;DIPL;26_28     ;African;F;ISIZULU;Unemployed;ESTCOURT;KwaZulu-Natal;1
12379732;F;DEGR;18_19     ;Indian;F;ENGLISH;Unemployed;LOWER UMFOLOZI;KwaZulu-Natal;1
12878833;T;DEGR;24_25     ;African;M;ISIXHOSA;Employed;STELLENBOSCH;Western Cape;1
11826271;T;DEGR;20_21     ;African;F;ENGLISH;Unemployed;UMLAZI;KwaZulu-Natal;1
11826907;F;DEGR;22_23     ;African;F;NORTHERN SOTHO;Employed;LEPHALALE;North Eastern;1
11827534;T;KWAL;29_34     ;African;M;XITSONGA;Employed;RANDBURG;Gauteng;1
11828387;T;DEGR;24_25     ;Indian;M;ENGLISH;Employed;DURBAN;KwaZulu-Natal;1
